France, Civilian Population, Death rates (period 1x1), 	Last modified: 29 Aug 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1950           0             0.046153        0.060585        0.053518
  1950           1             0.004689        0.005224        0.004962
  1950           2             0.001695        0.001988        0.001844
  1950           3             0.001174        0.001334        0.001255
  1950           4             0.000877        0.001071        0.000975
  1950           5             0.000735        0.000916        0.000827
  1950           6             0.000700        0.000772        0.000737
  1950           7             0.000467        0.000753        0.000613
  1950           8             0.000485        0.000690        0.000589
  1950           9             0.000438        0.000692        0.000567
  1950          10             0.000566        0.000604        0.000585
  1950          11             0.000457        0.000670        0.000564
  1950          12             0.000466        0.000684        0.000576
  1950          13             0.000640        0.000712        0.000676
  1950          14             0.000540        0.000855        0.000699
  1950          15             0.000691        0.001052        0.000873
  1950          16             0.000765        0.001088        0.000929
  1950          17             0.000885        0.001274        0.001082
  1950          18             0.000940        0.001345        0.001146
  1950          19             0.001158        0.001510        0.001337
  1950          20             0.001182        0.001551        0.001370
  1950          21             0.001234        0.001763        0.001504
  1950          22             0.001373        0.002021        0.001704
  1950          23             0.001423        0.001874        0.001652
  1950          24             0.001417        0.002044        0.001735
  1950          25             0.001582        0.002131        0.001859
  1950          26             0.001628        0.002273        0.001953
  1950          27             0.001596        0.002364        0.001981
  1950          28             0.001771        0.002277        0.002024
  1950          29             0.001739        0.002445        0.002092
  1950          30             0.001815        0.002504        0.002160
  1950          31             0.001968        0.002578        0.002274
  1950          32             0.001945        0.002821        0.002383
  1950          33             0.002264        0.002790        0.002526
  1950          34             0.002327        0.003155        0.002739
  1950          35             0.002301        0.003121        0.002707
  1950          36             0.002453        0.003167        0.002807
  1950          37             0.002526        0.003668        0.003096
  1950          38             0.002871        0.003770        0.003319
  1950          39             0.002560        0.004271        0.003413
  1950          40             0.002844        0.004521        0.003680
  1950          41             0.003236        0.004804        0.004017
  1950          42             0.003387        0.005434        0.004407
  1950          43             0.003515        0.005962        0.004737
  1950          44             0.003727        0.006509        0.005117
  1950          45             0.004111        0.007023        0.005563
  1950          46             0.004596        0.007735        0.006159
  1950          47             0.004827        0.008308        0.006563
  1950          48             0.005339        0.008753        0.007039
  1950          49             0.005359        0.009960        0.007639
  1950          50             0.006012        0.011147        0.008539
  1950          51             0.006645        0.011836        0.009154
  1950          52             0.006916        0.012896        0.009728
  1950          53             0.007541        0.013727        0.010369
  1950          54             0.008337        0.014879        0.011198
  1950          55             0.008631        0.015623        0.011573
  1950          56             0.009397        0.017183        0.012655
  1950          57             0.009789        0.018302        0.013339
  1950          58             0.010839        0.019195        0.014347
  1950          59             0.012023        0.021536        0.016038
  1950          60             0.013282        0.022553        0.017173
  1950          61             0.013235        0.024579        0.017990
  1950          62             0.015063        0.026388        0.019800
  1950          63             0.017412        0.029171        0.022321
  1950          64             0.018853        0.031707        0.024193
  1950          65             0.020215        0.034288        0.026013
  1950          66             0.022469        0.037492        0.028613
  1950          67             0.025229        0.040098        0.031279
  1950          68             0.028791        0.044915        0.035330
  1950          69             0.031321        0.047523        0.037870
  1950          70             0.034758        0.052456        0.041959
  1950          71             0.039160        0.059190        0.047386
  1950          72             0.043549        0.064919        0.052349
  1950          73             0.048152        0.069877        0.057057
  1950          74             0.054601        0.077697        0.063954
  1950          75             0.060463        0.084536        0.070118
  1950          76             0.069064        0.094311        0.079096
  1950          77             0.075159        0.103413        0.086254
  1950          78             0.084154        0.111321        0.094697
  1950          79             0.092119        0.124003        0.104231
  1950          80             0.102868        0.138327        0.116139
  1950          81             0.116278        0.149354        0.128429
  1950          82             0.127695        0.165761        0.141399
  1950          83             0.140846        0.183302        0.155798
  1950          84             0.155282        0.196618        0.169397
  1950          85             0.170351        0.215332        0.185179
  1950          86             0.187758        0.233147        0.202464
  1950          87             0.206549        0.254026        0.221523
  1950          88             0.220267        0.284983        0.239775
  1950          89             0.243763        0.295569        0.258852
  1950          90             0.263728        0.325634        0.281168
  1950          91             0.272909        0.336860        0.290158
  1950          92             0.313535        0.397962        0.334832
  1950          93             0.332551        0.408883        0.351246
  1950          94             0.380617        0.465879        0.401266
  1950          95             0.352947        0.422485        0.368999
  1950          96             0.425651        0.460141        0.433408
  1950          97             0.404347        0.431608        0.410601
  1950          98             0.479859        0.446195        0.471723
  1950          99             0.429046        0.611618        0.477921
  1950         100             0.766526        1.091252        0.838631
  1950         101             0.588235        0.956522        0.666667
  1950         102             0.742857        1.200000        0.868966
  1950         103             0.813559        0.600000        0.782609
  1950         104             0.315789        0.000000        0.214286
  1950         105             0.545455        0.000000        0.300000
  1950         106             0.000000        0.000000        0.000000
  1950         107             1.500000              .        1.500000
  1950         108                   .              .              .
  1950         109                   .              .              .
  1950         110+                  .              .              .
  1951           0             0.044825        0.058160        0.051627
  1951           1             0.005155        0.005978        0.005574
  1951           2             0.001720        0.001914        0.001819
  1951           3             0.001162        0.001437        0.001302
  1951           4             0.000817        0.001042        0.000932
  1951           5             0.000762        0.000848        0.000805
  1951           6             0.000553        0.000694        0.000625
  1951           7             0.000496        0.000673        0.000586
  1951           8             0.000423        0.000617        0.000522
  1951           9             0.000437        0.000479        0.000458
  1951          10             0.000481        0.000615        0.000549
  1951          11             0.000404        0.000584        0.000495
  1951          12             0.000518        0.000494        0.000506
  1951          13             0.000504        0.000732        0.000619
  1951          14             0.000604        0.000822        0.000714
  1951          15             0.000696        0.000939        0.000819
  1951          16             0.000661        0.000909        0.000786
  1951          17             0.000829        0.001121        0.000977
  1951          18             0.000866        0.001372        0.001123
  1951          19             0.001004        0.001525        0.001270
  1951          20             0.001006        0.001414        0.001214
  1951          21             0.001184        0.001569        0.001381
  1951          22             0.001340        0.001764        0.001557
  1951          23             0.001370        0.001945        0.001664
  1951          24             0.001410        0.002180        0.001803
  1951          25             0.001480        0.002205        0.001848
  1951          26             0.001566        0.002105        0.001839
  1951          27             0.001679        0.002261        0.001972
  1951          28             0.001786        0.002234        0.002011
  1951          29             0.001730        0.002339        0.002035
  1951          30             0.001879        0.002357        0.002119
  1951          31             0.001973        0.002594        0.002285
  1951          32             0.002010        0.002914        0.002464
  1951          33             0.002072        0.002936        0.002505
  1951          34             0.002249        0.002921        0.002584
  1951          35             0.002281        0.003602        0.002939
  1951          36             0.002303        0.003393        0.002843
  1951          37             0.002631        0.003567        0.003096
  1951          38             0.002570        0.003745        0.003157
  1951          39             0.002836        0.004192        0.003513
  1951          40             0.002900        0.004615        0.003755
  1951          41             0.003117        0.005224        0.004168
  1951          42             0.003299        0.005727        0.004507
  1951          43             0.003424        0.006080        0.004747
  1951          44             0.003820        0.006426        0.005120
  1951          45             0.004234        0.007174        0.005701
  1951          46             0.004636        0.007989        0.006306
  1951          47             0.004942        0.008669        0.006795
  1951          48             0.005501        0.009398        0.007441
  1951          49             0.005554        0.010180        0.007854
  1951          50             0.006327        0.011473        0.008872
  1951          51             0.006504        0.012223        0.009311
  1951          52             0.007193        0.013601        0.010280
  1951          53             0.007951        0.013846        0.010714
  1951          54             0.008513        0.015078        0.011504
  1951          55             0.008804        0.016379        0.012104
  1951          56             0.009231        0.018278        0.013019
  1951          57             0.010707        0.019312        0.014290
  1951          58             0.011734        0.020724        0.015465
  1951          59             0.012141        0.021848        0.016194
  1951          60             0.013234        0.023554        0.017565
  1951          61             0.014985        0.025898        0.019536
  1951          62             0.015659        0.027486        0.020586
  1951          63             0.017717        0.030083        0.022853
  1951          64             0.020064        0.033305        0.025551
  1951          65             0.021518        0.036180        0.027560
  1951          66             0.023124        0.039106        0.029651
  1951          67             0.026134        0.042618        0.032814
  1951          68             0.028789        0.046531        0.035937
  1951          69             0.031887        0.050416        0.039323
  1951          70             0.035899        0.056134        0.043989
  1951          71             0.040707        0.061520        0.049074
  1951          72             0.046112        0.068798        0.055313
  1951          73             0.051309        0.075062        0.060969
  1951          74             0.056883        0.081003        0.066644
  1951          75             0.064591        0.091970        0.075528
  1951          76             0.073425        0.100332        0.084063
  1951          77             0.082349        0.111359        0.093704
  1951          78             0.089910        0.125021        0.103469
  1951          79             0.100599        0.136212        0.114149
  1951          80             0.112152        0.146719        0.125157
  1951          81             0.122804        0.163756        0.137784
  1951          82             0.140962        0.181545        0.155501
  1951          83             0.156481        0.193238        0.169380
  1951          84             0.169929        0.214683        0.185238
  1951          85             0.189140        0.235751        0.204572
  1951          86             0.205407        0.264809        0.224351
  1951          87             0.228321        0.283853        0.245658
  1951          88             0.249239        0.302597        0.265393
  1951          89             0.278889        0.334145        0.294933
  1951          90             0.292408        0.336896        0.304886
  1951          91             0.319191        0.394307        0.339356
  1951          92             0.351927        0.394346        0.362760
  1951          93             0.373299        0.386992        0.376598
  1951          94             0.372024        0.455471        0.391544
  1951          95             0.430200        0.458294        0.436680
  1951          96             0.439046        0.394014        0.428778
  1951          97             0.487302        0.459941        0.481068
  1951          98             0.495116        0.565884        0.511098
  1951          99             0.541228        0.732750        0.584729
  1951         100             0.773157        0.845070        0.789339
  1951         101             0.560311        0.631579        0.573248
  1951         102             0.687023        0.480000        0.653846
  1951         103             0.761905        0.315789        0.658537
  1951         104             0.960000        0.000000        0.705882
  1951         105             0.000000        0.750000        0.352941
  1951         106             0.750000        1.500000        1.000000
  1951         107             1.200000        0.000000        0.750000
  1951         108                   .              .              .
  1951         109                   .              .              .
  1951         110+                  .              .              .
  1952           0             0.040851        0.052100        0.046597
  1952           1             0.005242        0.005920        0.005587
  1952           2             0.001722        0.001941        0.001833
  1952           3             0.001051        0.001208        0.001131
  1952           4             0.000806        0.000964        0.000886
  1952           5             0.000639        0.000831        0.000737
  1952           6             0.000482        0.000558        0.000521
  1952           7             0.000374        0.000601        0.000490
  1952           8             0.000411        0.000610        0.000513
  1952           9             0.000364        0.000553        0.000460
  1952          10             0.000319        0.000451        0.000386
  1952          11             0.000420        0.000509        0.000465
  1952          12             0.000319        0.000479        0.000400
  1952          13             0.000431        0.000561        0.000496
  1952          14             0.000454        0.000835        0.000646
  1952          15             0.000562        0.000848        0.000706
  1952          16             0.000627        0.000990        0.000810
  1952          17             0.000752        0.001157        0.000957
  1952          18             0.000750        0.001193        0.000975
  1952          19             0.000750        0.001371        0.001066
  1952          20             0.000880        0.001448        0.001169
  1952          21             0.000924        0.001474        0.001205
  1952          22             0.001120        0.001776        0.001455
  1952          23             0.001089        0.001758        0.001431
  1952          24             0.001172        0.001915        0.001552
  1952          25             0.001230        0.001777        0.001509
  1952          26             0.001206        0.001804        0.001509
  1952          27             0.001268        0.001909        0.001593
  1952          28             0.001407        0.002069        0.001741
  1952          29             0.001349        0.002186        0.001769
  1952          30             0.001494        0.002063        0.001779
  1952          31             0.001560        0.002248        0.001905
  1952          32             0.001740        0.002565        0.002154
  1952          33             0.001785        0.002355        0.002072
  1952          34             0.002132        0.002761        0.002447
  1952          35             0.002072        0.003133        0.002601
  1952          36             0.001839        0.002922        0.002379
  1952          37             0.002328        0.003322        0.002821
  1952          38             0.002366        0.003509        0.002934
  1952          39             0.002391        0.003784        0.003087
  1952          40             0.002864        0.004113        0.003488
  1952          41             0.002852        0.004430        0.003639
  1952          42             0.003206        0.005059        0.004130
  1952          43             0.003420        0.005368        0.004389
  1952          44             0.003718        0.005997        0.004852
  1952          45             0.003933        0.006725        0.005325
  1952          46             0.004239        0.007368        0.005799
  1952          47             0.004678        0.008027        0.006344
  1952          48             0.004852        0.008657        0.006740
  1952          49             0.005269        0.009617        0.007429
  1952          50             0.005844        0.010922        0.008363
  1952          51             0.006237        0.011613        0.008889
  1952          52             0.006875        0.012119        0.009442
  1952          53             0.007571        0.013503        0.010421
  1952          54             0.008093        0.014800        0.011226
  1952          55             0.008374        0.015290        0.011513
  1952          56             0.008795        0.017184        0.012432
  1952          57             0.009687        0.018808        0.013485
  1952          58             0.010421        0.020086        0.014424
  1952          59             0.011507        0.021219        0.015514
  1952          60             0.012296        0.022705        0.016616
  1952          61             0.013283        0.024227        0.017846
  1952          62             0.014923        0.026206        0.019598
  1952          63             0.016134        0.028705        0.021333
  1952          64             0.018158        0.031616        0.023706
  1952          65             0.019796        0.033507        0.025431
  1952          66             0.022412        0.036632        0.028219
  1952          67             0.023905        0.039994        0.030418
  1952          68             0.026820        0.044222        0.033800
  1952          69             0.030311        0.048358        0.037503
  1952          70             0.033865        0.052524        0.041267
  1952          71             0.036840        0.057355        0.044943
  1952          72             0.042607        0.063314        0.050825
  1952          73             0.047129        0.069464        0.056070
  1952          74             0.052796        0.075631        0.061967
  1952          75             0.056936        0.082802        0.067257
  1952          76             0.064562        0.093101        0.075791
  1952          77             0.072977        0.101252        0.083976
  1952          78             0.082042        0.111320        0.093312
  1952          79             0.092051        0.124549        0.104371
  1952          80             0.099964        0.133525        0.112589
  1952          81             0.111300        0.148110        0.124844
  1952          82             0.126742        0.158692        0.138162
  1952          83             0.137533        0.174429        0.150464
  1952          84             0.150300        0.199315        0.167030
  1952          85             0.171829        0.215593        0.186321
  1952          86             0.184780        0.234615        0.200731
  1952          87             0.199092        0.251089        0.215061
  1952          88             0.227118        0.285940        0.244765
  1952          89             0.240935        0.305462        0.259647
  1952          90             0.262170        0.322773        0.279100
  1952          91             0.278858        0.335226        0.293964
  1952          92             0.297691        0.359437        0.313524
  1952          93             0.317646        0.418032        0.341982
  1952          94             0.364859        0.438389        0.381547
  1952          95             0.382680        0.444034        0.396353
  1952          96             0.428359        0.474361        0.438888
  1952          97             0.423891        0.488644        0.438360
  1952          98             0.475648        0.577256        0.497664
  1952          99             0.649525        0.483940        0.611612
  1952         100             0.539239        0.957983        0.616849
  1952         101             0.697880        0.657534        0.688982
  1952         102             0.774194        0.387097        0.696774
  1952         103             0.656250        0.545455        0.640000
  1952         104             0.727273        0.428571        0.638298
  1952         105             0.545455        0.000000        0.352941
  1952         106             0.000000        6.000000        0.857143
  1952         107             1.200000        0.000000        0.750000
  1952         108                   .        0.000000        0.000000
  1952         109                   .              .              .
  1952         110+                  .              .              .
  1953           0             0.036478        0.048652        0.042692
  1953           1             0.003853        0.004549        0.004208
  1953           2             0.001628        0.001906        0.001769
  1953           3             0.000932        0.001118        0.001027
  1953           4             0.000741        0.000954        0.000850
  1953           5             0.000634        0.000802        0.000720
  1953           6             0.000467        0.000611        0.000540
  1953           7             0.000444        0.000466        0.000455
  1953           8             0.000308        0.000513        0.000412
  1953           9             0.000355        0.000501        0.000429
  1953          10             0.000316        0.000502        0.000411
  1953          11             0.000326        0.000455        0.000392
  1953          12             0.000415        0.000554        0.000486
  1953          13             0.000374        0.000521        0.000448
  1953          14             0.000445        0.000670        0.000558
  1953          15             0.000522        0.000716        0.000619
  1953          16             0.000534        0.000971        0.000755
  1953          17             0.000599        0.001184        0.000894
  1953          18             0.000722        0.001203        0.000965
  1953          19             0.000727        0.001382        0.001059
  1953          20             0.000823        0.001421        0.001126
  1953          21             0.000884        0.001327        0.001110
  1953          22             0.000981        0.001711        0.001354
  1953          23             0.000934        0.001760        0.001356
  1953          24             0.001088        0.001838        0.001471
  1953          25             0.001110        0.001780        0.001452
  1953          26             0.001219        0.001847        0.001539
  1953          27             0.001211        0.002031        0.001627
  1953          28             0.001292        0.001962        0.001631
  1953          29             0.001513        0.001988        0.001753
  1953          30             0.001498        0.002256        0.001878
  1953          31             0.001542        0.002190        0.001867
  1953          32             0.001565        0.002431        0.001999
  1953          33             0.001784        0.002690        0.002239
  1953          34             0.001853        0.002523        0.002190
  1953          35             0.002232        0.002395        0.002314
  1953          36             0.002189        0.003048        0.002618
  1953          37             0.002336        0.003387        0.002859
  1953          38             0.002276        0.003587        0.002925
  1953          39             0.002589        0.003671        0.003127
  1953          40             0.002749        0.004277        0.003513
  1953          41             0.002896        0.004495        0.003694
  1953          42             0.003126        0.004859        0.003990
  1953          43             0.003413        0.005708        0.004557
  1953          44             0.003679        0.006110        0.004887
  1953          45             0.003830        0.006616        0.005214
  1953          46             0.004316        0.007600        0.005951
  1953          47             0.004630        0.008663        0.006637
  1953          48             0.005169        0.009181        0.007161
  1953          49             0.005456        0.009693        0.007554
  1953          50             0.006162        0.011035        0.008578
  1953          51             0.006368        0.012073        0.009191
  1953          52             0.007319        0.012745        0.009989
  1953          53             0.007420        0.014148        0.010704
  1953          54             0.007968        0.015426        0.011539
  1953          55             0.008556        0.016353        0.012184
  1953          56             0.009645        0.018445        0.013621
  1953          57             0.010052        0.018756        0.013807
  1953          58             0.010870        0.021232        0.015159
  1953          59             0.011661        0.022538        0.016139
  1953          60             0.013036        0.023822        0.017460
  1953          61             0.014120        0.025717        0.018902
  1953          62             0.014873        0.027905        0.020269
  1953          63             0.016777        0.029624        0.022061
  1953          64             0.018371        0.032215        0.024052
  1953          65             0.020643        0.036049        0.026940
  1953          66             0.022688        0.039402        0.029494
  1953          67             0.024844        0.042309        0.031910
  1953          68             0.027575        0.047284        0.035470
  1953          69             0.031295        0.050983        0.039104
  1953          70             0.035596        0.055688        0.043511
  1953          71             0.039249        0.061317        0.047895
  1953          72             0.044238        0.068396        0.053654
  1953          73             0.050169        0.073847        0.059433
  1953          74             0.056531        0.083605        0.067219
  1953          75             0.063471        0.092004        0.074760
  1953          76             0.070989        0.102116        0.083206
  1953          77             0.079907        0.109958        0.091534
  1953          78             0.088414        0.122241        0.101341
  1953          79             0.102644        0.132654        0.113984
  1953          80             0.110125        0.147322        0.123960
  1953          81             0.124195        0.157399        0.136402
  1953          82             0.136560        0.177006        0.151105
  1953          83             0.153036        0.195399        0.167804
  1953          84             0.167204        0.206017        0.180445
  1953          85             0.183504        0.234131        0.200269
  1953          86             0.206716        0.256310        0.222560
  1953          87             0.230517        0.276008        0.244585
  1953          88             0.245728        0.302539        0.262506
  1953          89             0.268707        0.327334        0.285526
  1953          90             0.290973        0.350110        0.307357
  1953          91             0.314742        0.367120        0.328765
  1953          92             0.350386        0.396097        0.362237
  1953          93             0.370993        0.453572        0.390853
  1953          94             0.392045        0.444102        0.403842
  1953          95             0.434705        0.514693        0.451845
  1953          96             0.459194        0.463533        0.460120
  1953          97             0.488516        0.539940        0.499920
  1953          98             0.496673        0.496120        0.496553
  1953          99             0.704917        0.586419        0.677357
  1953         100             1.091107        1.296376        1.136521
  1953         101             0.755906        1.153846        0.823529
  1953         102             1.075472        0.681818        0.960000
  1953         103             0.697674        0.375000        0.610169
  1953         104             1.272727        0.750000        1.170732
  1953         105             2.250000        0.857143        1.600000
  1953         106             3.000000        0.000000        1.200000
  1953         107             3.000000              .        3.000000
  1953         108                   .        0.000000        0.000000
  1953         109                   .        0.000000        0.000000
  1953         110+                  .              .              .
  1954           0             0.036311        0.047627        0.042086
  1954           1             0.003811        0.004446        0.004135
  1954           2             0.001518        0.001647        0.001584
  1954           3             0.000844        0.000986        0.000916
  1954           4             0.000712        0.000787        0.000750
  1954           5             0.000523        0.000606        0.000566
  1954           6             0.000494        0.000551        0.000523
  1954           7             0.000371        0.000472        0.000422
  1954           8             0.000279        0.000472        0.000377
  1954           9             0.000273        0.000526        0.000401
  1954          10             0.000284        0.000473        0.000381
  1954          11             0.000415        0.000477        0.000447
  1954          12             0.000334        0.000420        0.000378
  1954          13             0.000253        0.000528        0.000393
  1954          14             0.000462        0.000531        0.000497
  1954          15             0.000485        0.000729        0.000607
  1954          16             0.000476        0.000934        0.000707
  1954          17             0.000646        0.001015        0.000833
  1954          18             0.000655        0.001274        0.000967
  1954          19             0.000662        0.001394        0.001032
  1954          20             0.000757        0.001420        0.001093
  1954          21             0.000830        0.001243        0.001040
  1954          22             0.000808        0.001553        0.001188
  1954          23             0.000879        0.001617        0.001256
  1954          24             0.000953        0.001645        0.001307
  1954          25             0.001052        0.001771        0.001420
  1954          26             0.001069        0.001921        0.001505
  1954          27             0.001102        0.001668        0.001390
  1954          28             0.001133        0.001871        0.001507
  1954          29             0.001308        0.002061        0.001690
  1954          30             0.001337        0.002162        0.001753
  1954          31             0.001490        0.002094        0.001793
  1954          32             0.001425        0.002318        0.001873
  1954          33             0.001529        0.002387        0.001959
  1954          34             0.001751        0.002781        0.002269
  1954          35             0.001920        0.002965        0.002446
  1954          36             0.002082        0.003089        0.002587
  1954          37             0.002173        0.003180        0.002675
  1954          38             0.002313        0.003667        0.002987
  1954          39             0.002310        0.003616        0.002957
  1954          40             0.002543        0.004040        0.003287
  1954          41             0.002689        0.004319        0.003503
  1954          42             0.002906        0.005155        0.004027
  1954          43             0.003326        0.005216        0.004267
  1954          44             0.003361        0.005736        0.004543
  1954          45             0.003671        0.006610        0.005129
  1954          46             0.004081        0.007346        0.005701
  1954          47             0.004519        0.008158        0.006328
  1954          48             0.004634        0.008436        0.006523
  1954          49             0.005263        0.009784        0.007503
  1954          50             0.005612        0.010498        0.008026
  1954          51             0.006067        0.011704        0.008854
  1954          52             0.006581        0.012235        0.009370
  1954          53             0.006952        0.013159        0.009997
  1954          54             0.007343        0.015157        0.011144
  1954          55             0.008054        0.015841        0.011768
  1954          56             0.008871        0.017270        0.012762
  1954          57             0.009284        0.018548        0.013451
  1954          58             0.010218        0.019249        0.014094
  1954          59             0.011272        0.021003        0.015279
  1954          60             0.012392        0.023097        0.016773
  1954          61             0.012952        0.025140        0.017919
  1954          62             0.014658        0.026714        0.019596
  1954          63             0.015351        0.028358        0.020698
  1954          64             0.017401        0.031237        0.023049
  1954          65             0.019283        0.033175        0.024937
  1954          66             0.020685        0.035821        0.026817
  1954          67             0.023168        0.039765        0.029863
  1954          68             0.026392        0.043683        0.033316
  1954          69             0.027951        0.047438        0.035672
  1954          70             0.032468        0.051744        0.040026
  1954          71             0.035964        0.055979        0.043755
  1954          72             0.038981        0.063355        0.048403
  1954          73             0.043596        0.068204        0.053049
  1954          74             0.050458        0.076156        0.060360
  1954          75             0.057665        0.083907        0.067867
  1954          76             0.064631        0.091160        0.074957
  1954          77             0.070941        0.098188        0.081456
  1954          78             0.078165        0.109008        0.089888
  1954          79             0.087002        0.120661        0.099610
  1954          80             0.099046        0.132208        0.111312
  1954          81             0.107878        0.145239        0.121464
  1954          82             0.118441        0.156521        0.132121
  1954          83             0.134170        0.172513        0.147605
  1954          84             0.147118        0.193223        0.162771
  1954          85             0.161962        0.210473        0.178029
  1954          86             0.179905        0.230660        0.196145
  1954          87             0.194990        0.253283        0.212959
  1954          88             0.215266        0.278015        0.233964
  1954          89             0.232615        0.306518        0.253527
  1954          90             0.256403        0.325811        0.275278
  1954          91             0.270727        0.347902        0.291040
  1954          92             0.309369        0.363456        0.323335
  1954          93             0.323043        0.362133        0.332654
  1954          94             0.356950        0.409304        0.369035
  1954          95             0.386531        0.512093        0.413297
  1954          96             0.422531        0.432693        0.424562
  1954          97             0.458487        0.442458        0.455137
  1954          98             0.459659        0.561595        0.481972
  1954          99             0.447482        0.779972        0.517092
  1954         100             0.779919        1.121495        0.843758
  1954         101             0.453564        0.428571        0.448696
  1954         102             0.468085        0.566038        0.483582
  1954         103             0.593407        0.612245        0.600000
  1954         104             0.461538        0.600000        0.500000
  1954         105             0.857143        0.000000        0.666667
  1954         106             0.000000        0.545455        0.352941
  1954         107                   .        6.000000        6.000000
  1954         108                   .              .              .
  1954         109                   .        1.200000        1.200000
  1954         110+                  .        6.000000        6.000000
  1955           0             0.034073        0.044531        0.039411
  1955           1             0.004014        0.004285        0.004152
  1955           2             0.001323        0.001512        0.001419
  1955           3             0.000881        0.001060        0.000972
  1955           4             0.000645        0.000818        0.000733
  1955           5             0.000508        0.000587        0.000548
  1955           6             0.000416        0.000541        0.000480
  1955           7             0.000381        0.000429        0.000406
  1955           8             0.000305        0.000432        0.000370
  1955           9             0.000241        0.000440        0.000342
  1955          10             0.000275        0.000397        0.000337
  1955          11             0.000277        0.000449        0.000364
  1955          12             0.000278        0.000522        0.000403
  1955          13             0.000302        0.000491        0.000398
  1955          14             0.000372        0.000668        0.000523
  1955          15             0.000458        0.000751        0.000606
  1955          16             0.000485        0.000811        0.000649
  1955          17             0.000504        0.001053        0.000781
  1955          18             0.000541        0.001331        0.000941
  1955          19             0.000610        0.001440        0.001029
  1955          20             0.000699        0.001659        0.001185
  1955          21             0.000763        0.001269        0.001020
  1955          22             0.000786        0.001555        0.001177
  1955          23             0.000759        0.001709        0.001243
  1955          24             0.000850        0.001901        0.001387
  1955          25             0.000938        0.001978        0.001469
  1955          26             0.001030        0.001706        0.001376
  1955          27             0.001034        0.001876        0.001464
  1955          28             0.001207        0.001903        0.001561
  1955          29             0.001172        0.001962        0.001572
  1955          30             0.001152        0.002104        0.001634
  1955          31             0.001312        0.002096        0.001707
  1955          32             0.001366        0.002479        0.001924
  1955          33             0.001538        0.002385        0.001962
  1955          34             0.001605        0.002702        0.002155
  1955          35             0.001857        0.002969        0.002416
  1955          36             0.001919        0.002905        0.002414
  1955          37             0.002075        0.003293        0.002685
  1955          38             0.002215        0.003264        0.002738
  1955          39             0.002330        0.003455        0.002889
  1955          40             0.002484        0.003909        0.003189
  1955          41             0.002685        0.004141        0.003407
  1955          42             0.002803        0.004672        0.003735
  1955          43             0.003044        0.005328        0.004181
  1955          44             0.003206        0.005698        0.004445
  1955          45             0.003603        0.006491        0.005039
  1955          46             0.004020        0.007118        0.005554
  1955          47             0.004358        0.007535        0.005932
  1955          48             0.004798        0.008542        0.006655
  1955          49             0.005162        0.009280        0.007203
  1955          50             0.005482        0.010472        0.007949
  1955          51             0.005867        0.011272        0.008531
  1955          52             0.006133        0.012267        0.009157
  1955          53             0.006781        0.013544        0.010106
  1955          54             0.007399        0.014490        0.010864
  1955          55             0.007986        0.015727        0.011735
  1955          56             0.008707        0.017177        0.012728
  1955          57             0.009158        0.018305        0.013377
  1955          58             0.009773        0.019851        0.014283
  1955          59             0.010823        0.021932        0.015565
  1955          60             0.011882        0.023176        0.016507
  1955          61             0.012721        0.024776        0.017624
  1955          62             0.013935        0.026106        0.018862
  1955          63             0.015471        0.029527        0.021190
  1955          64             0.017277        0.031203        0.022958
  1955          65             0.018669        0.033317        0.024603
  1955          66             0.020863        0.035777        0.026884
  1955          67             0.022909        0.039909        0.029736
  1955          68             0.025456        0.043585        0.032700
  1955          69             0.028899        0.048273        0.036576
